,col1,col2,col3
0,1254.0,1.6176470588235294,1
1,995.0,0.6654411764705882,0
2,1000.0,0.6838235294117647,0
3,1016.0,0.7426470588235294,0
4,1264.0,1.6544117647058825,1
5,1071.0,0.9448529411764706,0
6,1124.0,1.1397058823529411,1
7,1067.0,0.9301470588235294,0
8,1138.0,1.1911764705882353,1
9,1039.0,0.8272058823529412,0
10,1127.0,1.1507352941176472,1
11,1033.0,0.8051470588235294,0
12,1075.0,0.9595588235294117,0
13,1119.0,1.1213235294117647,1
14,985.0,0.6286764705882353,0
15,1078.0,0.9705882352941178,0
16,1069.0,0.9375,0
17,1094.0,1.0294117647058822,1
18,990.0,0.6470588235294118,0
19,984.0,0.625,0
20,1331.0,1.900735294117647,1
21,,0.0,0
22,1025.0,0.7757352941176472,0
23,975.0,0.5919117647058824,0
24,1056.0,0.8897058823529411,0
25,1035.0,0.8125,0
26,1128.0,1.1544117647058825,1
27,1077.0,0.9669117647058825,0
28,1063.0,0.9154411764705883,0
29,1033.0,0.8051470588235294,0
30,1000.0,0.6838235294117647,0
31,1139.0,1.1948529411764706,1
32,1363.0,2.0183823529411766,2
33,1025.0,0.7757352941176472,0
34,975.0,0.5919117647058824,0
35,1334.0,1.9117647058823528,1
36,1000.0,0.6838235294117647,0
37,1053.0,0.8786764705882353,0
38,1156.0,1.2573529411764706,1
39,974.0,0.5882352941176471,0
40,1064.0,0.9191176470588236,0
41,994.0,0.6617647058823529,0
42,1000.0,0.6838235294117647,0
43,1038.0,0.823529411764706,0
44,1175.0,1.3272058823529411,1
45,968.0,0.5661764705882353,0
46,1074.0,0.9558823529411764,0
47,969.0,0.5698529411764706,0
48,1012.0,0.7279411764705882,0
49,1045.0,0.8492647058823529,0
50,1264.0,1.6544117647058825,1
51,984.0,0.625,0
52,1579.0,2.8125,2
53,1238.0,1.558823529411765,1
54,1195.0,1.4007352941176472,1
55,1000.0,0.6838235294117647,0
56,1071.0,0.9448529411764706,0
57,1016.0,0.7426470588235294,0
58,1267.0,1.6654411764705883,1
59,1029.0,0.7904411764705883,0
60,1187.0,1.3713235294117647,1
61,1255.0,1.6213235294117645,1
62,1000.0,0.6838235294117647,0
63,1079.0,0.974264705882353,0
64,1518.0,2.588235294117647,2
65,1000.0,0.6838235294117647,0
66,1181.0,1.349264705882353,1
67,1051.0,0.8713235294117647,0
68,955.0,0.5183823529411764,0
69,1038.0,0.823529411764706,0
70,,0.0,0
71,987.0,0.6360294117647058,0
72,1339.0,1.9301470588235294,1
73,1066.0,0.9264705882352942,0
74,1046.0,0.8529411764705882,0
75,1057.0,0.8933823529411764,0
76,1014.0,0.7352941176470588,0
77,1000.0,0.6838235294117647,0
78,1000.0,0.6838235294117647,0
79,937.0,0.4522058823529411,0
80,986.0,0.6323529411764706,0
81,984.0,0.625,0
82,948.0,0.49264705882352944,0
83,991.0,0.6507352941176471,0
84,1000.0,0.6838235294117647,0
85,1002.0,0.6911764705882353,0
86,991.0,0.6507352941176471,0
87,1099.0,1.0477941176470589,1
88,985.0,0.6286764705882353,0
89,996.0,0.6691176470588236,0
90,984.0,0.625,0
91,1000.0,0.6838235294117647,0
92,969.0,0.5698529411764706,0
93,1100.0,1.051470588235294,1
94,999.0,0.6801470588235294,0
95,1000.0,0.6838235294117647,0
96,984.0,0.625,0
97,1674.0,3.1617647058823533,3
98,1102.0,1.0588235294117647,1
99,1258.0,1.6323529411764706,1
100,1035.0,0.8125,0
101,1001.0,0.6875,0
102,1034.0,0.8088235294117647,0
103,994.0,0.6617647058823529,0
104,1002.0,0.6911764705882353,0
105,984.0,0.625,0
106,1061.0,0.9080882352941175,0
107,999.0,0.6801470588235294,0
108,1021.0,0.7610294117647058,0
109,1058.0,0.8970588235294117,0
110,1222.0,1.5,1
111,990.0,0.6470588235294118,0
112,973.0,0.5845588235294118,0
113,1065.0,0.9227941176470589,0
114,1000.0,0.6838235294117647,0
115,1039.0,0.8272058823529412,0
116,999.0,0.6801470588235294,0
117,1031.0,0.7977941176470589,0
118,1037.0,0.8198529411764706,0
119,1055.0,0.8860294117647058,0
120,1000.0,0.6838235294117647,0
121,1013.0,0.7316176470588235,0
122,,0.0,0
123,1000.0,0.6838235294117647,0
124,981.0,0.6139705882352942,0
125,,0.0,0
126,1119.0,1.1213235294117647,1
127,1012.0,0.7279411764705882,0
128,997.0,0.6727941176470589,0
129,984.0,0.625,0
130,985.0,0.6286764705882353,0
131,1152.0,1.2426470588235294,1
132,996.0,0.6691176470588236,0
133,1000.0,0.6838235294117647,0
134,1079.0,0.974264705882353,0
135,1000.0,0.6838235294117647,0
136,1010.0,0.7205882352941176,0
137,1004.0,0.6985294117647058,0
138,1166.0,1.2941176470588236,1
139,1050.0,0.8676470588235294,0
140,1137.0,1.1875,1
141,988.0,0.6397058823529411,0
142,1000.0,0.6838235294117647,0
143,1068.0,0.9338235294117647,0
144,1067.0,0.9301470588235294,0
145,1000.0,0.6838235294117647,0
146,1000.0,0.6838235294117647,0
147,1173.0,1.3198529411764706,1
148,1151.0,1.238970588235294,1
149,952.0,0.5073529411764706,0
150,985.0,0.6286764705882353,0
151,1044.0,0.8455882352941176,0
152,1221.0,1.4963235294117647,1
153,1229.0,1.525735294117647,1
154,1000.0,0.6838235294117647,0
155,1053.0,0.8786764705882353,0
156,1030.0,0.7941176470588236,0
157,1668.0,3.139705882352941,3
158,1241.0,1.5698529411764706,1
159,1104.0,1.0661764705882353,1
160,1130.0,1.161764705882353,1
161,,0.0,0
162,981.0,0.6139705882352942,0
163,1008.0,0.713235294117647,0
164,1328.0,1.8897058823529411,1
165,991.0,0.6507352941176471,0
166,1094.0,1.0294117647058822,1
167,1000.0,0.6838235294117647,0
168,990.0,0.6470588235294118,0
169,1061.0,0.9080882352941175,0
170,1000.0,0.6838235294117647,0
171,,0.0,0
172,1004.0,0.6985294117647058,0
173,1033.0,0.8051470588235294,0
174,1028.0,0.786764705882353,0
175,993.0,0.6580882352941176,0
176,1000.0,0.6838235294117647,0
177,1052.0,0.875,0
178,996.0,0.6691176470588236,0
179,1004.0,0.6985294117647058,0
180,1000.0,0.6838235294117647,0
181,1223.0,1.5036764705882353,1
182,1359.0,2.003676470588235,2
183,1000.0,0.6838235294117647,0
184,1032.0,0.8014705882352942,0
185,1006.0,0.7058823529411764,0
186,1028.0,0.786764705882353,0
187,1000.0,0.6838235294117647,0
188,989.0,0.6433823529411764,0
189,1000.0,0.6838235294117647,0
190,1000.0,0.6838235294117647,0
191,1017.0,0.7463235294117647,0
192,1062.0,0.9117647058823528,0
193,1019.0,0.7536764705882353,0
194,987.0,0.6360294117647058,0
195,1000.0,0.6838235294117647,0
196,1047.0,0.8566176470588235,0
197,1026.0,0.7794117647058825,0
198,1016.0,0.7426470588235294,0
199,1109.0,1.0845588235294117,1
200,,0.0,0
201,,0.0,0
202,1345.0,1.9522058823529411,1
203,1000.0,0.6838235294117647,0
204,996.0,0.6691176470588236,0
205,1056.0,0.8897058823529411,0
206,1000.0,0.6838235294117647,0
207,970.0,0.5735294117647058,0
208,1289.0,1.746323529411765,1
209,979.0,0.6066176470588236,0
210,1789.0,3.5845588235294117,3
211,1008.0,0.713235294117647,0
212,1000.0,0.6838235294117647,0
213,1002.0,0.6911764705882353,0
214,906.0,0.3382352941176471,0
215,999.0,0.6801470588235294,0
216,998.0,0.6764705882352942,0
217,1035.0,0.8125,0
218,1016.0,0.7426470588235294,0
219,1000.0,0.6838235294117647,0
220,1156.0,1.2573529411764706,1
221,,0.0,0
222,983.0,0.6213235294117647,0
223,,0.0,0
224,1000.0,0.6838235294117647,0
225,,0.0,0
226,987.0,0.6360294117647058,0
227,988.0,0.6397058823529411,0
228,1047.0,0.8566176470588235,0
229,949.0,0.4963235294117647,0
230,,0.0,0
231,993.0,0.6580882352941176,0
232,,0.0,0
233,1119.0,1.1213235294117647,1
234,1000.0,0.6838235294117647,0
235,1068.0,0.9338235294117647,0
236,993.0,0.6580882352941176,0
237,1081.0,0.9816176470588236,0
238,1027.0,0.7830882352941178,0
239,1110.0,1.088235294117647,1
240,1489.0,2.4816176470588234,2
241,,0.0,0
242,1294.0,1.7647058823529411,1
243,1074.0,0.9558823529411764,0
244,1000.0,0.6838235294117647,0
245,1021.0,0.7610294117647058,0
246,1207.0,1.4448529411764706,1
247,1014.0,0.7352941176470588,0
248,1255.0,1.6213235294117645,1
249,,0.0,0
250,1137.0,1.1875,1
251,1000.0,0.6838235294117647,0
252,1016.0,0.7426470588235294,0
253,1400.0,2.1544117647058822,2
254,993.0,0.6580882352941176,0
255,1109.0,1.0845588235294117,1
256,1016.0,0.7426470588235294,0
257,1045.0,0.8492647058823529,0
258,1003.0,0.6948529411764706,0
259,1000.0,0.6838235294117647,0
260,1337.0,1.9227941176470589,1
261,1521.0,2.5992647058823533,2
262,,0.0,0
263,1240.0,1.5661764705882355,1
264,984.0,0.625,0
265,1082.0,0.9852941176470589,0
266,1095.0,1.0330882352941178,1
267,,0.0,0
268,1011.0,0.7242647058823529,0
269,1000.0,0.6838235294117647,0
270,1124.0,1.1397058823529411,1
271,1253.0,1.613970588235294,1
272,1055.0,0.8860294117647058,0
273,1000.0,0.6838235294117647,0
274,1333.0,1.9080882352941175,1
275,1225.0,1.5110294117647058,1
276,956.0,0.5220588235294117,0
277,1182.0,1.3529411764705883,1
278,1067.0,0.9301470588235294,0
279,1121.0,1.1286764705882353,1
280,972.0,0.5808823529411765,0
281,1042.0,0.8382352941176471,0
282,1000.0,0.6838235294117647,0
283,1000.0,0.6838235294117647,0
284,1069.0,0.9375,0
285,989.0,0.6433823529411764,0
286,1040.0,0.8308823529411765,0
287,980.0,0.6102941176470589,0
288,1075.0,0.9595588235294117,0
289,1323.0,1.8713235294117647,1
290,1121.0,1.1286764705882353,1
291,1058.0,0.8970588235294117,0
292,1041.0,0.8345588235294118,0
293,1000.0,0.6838235294117647,0
294,983.0,0.6213235294117647,0
295,1035.0,0.8125,0
296,1022.0,0.7647058823529411,0
297,982.0,0.6176470588235294,0
298,1213.0,1.4669117647058822,1
299,1134.0,1.1764705882352942,1
300,1045.0,0.8492647058823529,0
301,1089.0,1.011029411764706,1
302,,0.0,0
303,1003.0,0.6948529411764706,0
304,985.0,0.6286764705882353,0
305,1000.0,0.6838235294117647,0
306,1058.0,0.8970588235294117,0
307,1000.0,0.6838235294117647,0
308,995.0,0.6654411764705882,0
309,,0.0,0
310,1183.0,1.3566176470588236,1
311,1000.0,0.6838235294117647,0
312,1032.0,0.8014705882352942,0
313,995.0,0.6654411764705882,0
314,1003.0,0.6948529411764706,0
315,954.0,0.5147058823529411,0
316,1009.0,0.7169117647058824,0
317,1278.0,1.7058823529411764,1
318,966.0,0.5588235294117647,0
319,986.0,0.6323529411764706,0
320,1061.0,0.9080882352941175,0
321,1416.0,2.213235294117647,2
322,998.0,0.6764705882352942,0
323,1065.0,0.9227941176470589,0
324,979.0,0.6066176470588236,0
325,1001.0,0.6875,0
326,1176.0,1.3308823529411764,1
327,961.0,0.5404411764705882,0
328,1053.0,0.8786764705882353,0
329,1224.0,1.5073529411764706,1
330,1386.0,2.102941176470588,2
331,991.0,0.6507352941176471,0
332,1009.0,0.7169117647058824,0
333,987.0,0.6360294117647058,0
334,1145.0,1.2169117647058822,1
335,2054.0,4.5588235294117645,4
336,1022.0,0.7647058823529411,0
337,1000.0,0.6838235294117647,0
338,1000.0,0.6838235294117647,0
339,,0.0,0
340,1032.0,0.8014705882352942,0
341,1241.0,1.5698529411764706,1
342,,0.0,0
343,,0.0,0
344,1040.0,0.8308823529411765,0
345,,0.0,0
346,1000.0,0.6838235294117647,0
347,1016.0,0.7426470588235294,0
348,1305.0,1.8051470588235294,1
349,1056.0,0.8897058823529411,0
350,,0.0,0
351,993.0,0.6580882352941176,0
352,993.0,0.6580882352941176,0
353,,0.0,0
354,988.0,0.6397058823529411,0
355,982.0,0.6176470588235294,0
356,1027.0,0.7830882352941178,0
357,1000.0,0.6838235294117647,0
358,1062.0,0.9117647058823528,0
359,1084.0,0.9926470588235294,0
360,1797.0,3.613970588235294,3
361,994.0,0.6617647058823529,0
362,1000.0,0.6838235294117647,0
363,1192.0,1.3897058823529411,1
364,1090.0,1.0147058823529411,1
365,1091.0,1.0183823529411766,1
366,,0.0,0
367,1128.0,1.1544117647058825,1
368,960.0,0.5367647058823529,0
369,1053.0,0.8786764705882353,0
370,1224.0,1.5073529411764706,1
371,998.0,0.6764705882352942,0
372,983.0,0.6213235294117647,0
373,1028.0,0.786764705882353,0
374,1000.0,0.6838235294117647,0
375,1103.0,1.0625,1
376,,0.0,0
377,1000.0,0.6838235294117647,0
378,1046.0,0.8529411764705882,0
379,992.0,0.6544117647058824,0
380,1062.0,0.9117647058823528,0
381,1000.0,0.6838235294117647,0
382,1145.0,1.2169117647058822,1
383,,0.0,0
384,,0.0,0
385,1000.0,0.6838235294117647,0
386,1466.0,2.397058823529412,2
387,1218.0,1.4852941176470589,1
388,1000.0,0.6838235294117647,0
389,1000.0,0.6838235294117647,0
390,1260.0,1.6397058823529411,1
391,993.0,0.6580882352941176,0
392,1781.0,3.5551470588235294,3
393,987.0,0.6360294117647058,0
394,979.0,0.6066176470588236,0
395,1031.0,0.7977941176470589,0
396,1000.0,0.6838235294117647,0
397,1000.0,0.6838235294117647,0
398,1000.0,0.6838235294117647,0
399,,0.0,0
400,,0.0,0
401,1076.0,0.9632352941176472,0
402,1046.0,0.8529411764705882,0
403,983.0,0.6213235294117647,0
404,1134.0,1.1764705882352942,1
405,984.0,0.625,0
406,,0.0,0
407,1000.0,0.6838235294117647,0
408,953.0,0.5110294117647058,0
409,1469.0,2.4080882352941178,2
410,1034.0,0.8088235294117647,0
411,1342.0,1.9411764705882355,1
412,962.0,0.5441176470588235,0
413,1000.0,0.6838235294117647,0
414,1494.0,2.5,2
415,1000.0,0.6838235294117647,0
416,989.0,0.6433823529411764,0
417,1000.0,0.6838235294117647,0
418,861.0,0.17279411764705882,0
419,984.0,0.625,0
420,1073.0,0.9522058823529411,0
421,1852.0,3.816176470588235,3
422,997.0,0.6727941176470589,0
423,1332.0,1.9044117647058822,1
424,985.0,0.6286764705882353,0
425,1279.0,1.7095588235294117,1
426,1172.0,1.3161764705882353,1
427,1064.0,0.9191176470588236,0
428,986.0,0.6323529411764706,0
429,1118.0,1.1176470588235294,1
430,1088.0,1.0073529411764706,1
431,,0.0,0
432,1028.0,0.786764705882353,0
433,1000.0,0.6838235294117647,0
434,1000.0,0.6838235294117647,0
435,986.0,0.6323529411764706,0
436,1016.0,0.7426470588235294,0
437,1263.0,1.6507352941176472,1
438,1194.0,1.3970588235294117,1
439,,0.0,0
440,984.0,0.625,0
441,1023.0,0.7683823529411764,0
442,1042.0,0.8382352941176471,0
443,1166.0,1.2941176470588236,1
444,1033.0,0.8051470588235294,0
445,961.0,0.5404411764705882,0
446,1346.0,1.9558823529411766,1
447,971.0,0.5772058823529412,0
448,1069.0,0.9375,0
